#Feature	Chrom	Start	End	Counts
cds-YP_009041299.1	NC_005880.2	39750	40083	1
cds-YP_009041300.1	NC_005880.2	40095	40422	2
cds-YP_009041301.1	NC_005880.2	40454	40721	4
cds-YP_009041302.1	NC_005880.2	40861	41248	9
cds-YP_009041303.1	NC_005880.2	41225	41504	20
cds-YP_009041304.1	NC_005880.2	41500	41911	23
cds-YP_009041305.1	NC_005880.2	41925	43743	116
cds-YP_009041306.1	NC_005880.2	43735	44557	411
cds-YP_009041307.1	NC_005880.2	44543	44717	37
cds-YP_009041308.1	NC_005880.2	44713	45193	174
cds-YP_009041309.1	NC_005880.2	45234	46428	237
cds-YP_009041310.1	NC_005880.2	46512	46854	13
cds-YP_009041311.1	NC_005880.2	46871	47243	36
cds-YP_009041312.1	NC_005880.2	47246	48938	103
cds-YP_009041313.1	NC_005880.2	49131	49905	35
cds-YP_009041314.1	NC_005880.2	49923	50874	41
cds-YP_009041315.1	NC_005880.2	50989	52381	60
cds-YP_009041316.1	NC_005880.2	52472	52769	33
cds-YP_009041317.1	NC_005880.2	52781	53690	85
cds-YP_009041318.1	NC_005880.2	53703	54582	68
cds-YP_009041319.1	NC_005880.2	54581	55202	39
cds-YP_009041320.1	NC_005880.2	55220	56057	52
cds-YP_009041321.1	NC_005880.2	56058	56274	14
cds-YP_009041322.1	NC_005880.2	56300	58064	91
cds-YP_009041323.1	NC_005880.2	58136	58565	13
cds-YP_009041324.1	NC_005880.2	58661	58802	106
cds-YP_009041325.1	NC_005880.2	58844	59303	1052
cds-YP_009041326.1	NC_005880.2	59315	59510	358
cds-YP_009041327.1	NC_005880.2	59591	59903	1141
cds-YP_009041328.1	NC_005880.2	60034	60493	54
cds-YP_009041329.1	NC_005880.2	60536	61073	47
cds-YP_009041330.1	NC_005880.2	61128	65184	431
cds-YP_009041331.1	NC_005880.2	65262	67689	1591
cds-YP_009041332.1	NC_005880.2	67702	68590	330
cds-YP_009041333.1	NC_005880.2	68589	71136	450
cds-YP_009041334.1	NC_005880.2	71242	72034	474
cds-YP_009041335.1	NC_005880.2	72033	72558	303
cds-YP_009041336.1	NC_005880.2	72557	73262	459
cds-YP_009041337.1	NC_005880.2	73276	74323	526
cds-YP_009041338.1	NC_005880.2	74343	77403	1720
cds-YP_009041339.1	NC_005880.2	77513	78035	627
cds-YP_009041340.1	NC_005880.2	78055	81514	1608
cds-YP_009041341.1	NC_005880.2	81562	81721	20
cds-YP_009041342.1	NC_005880.2	81721	83644	93
cds-YP_009041343.1	NC_005880.2	83666	84041	13
cds-YP_009041344.1	NC_005880.2	84047	85424	577
cds-YP_009041345.1	NC_005880.2	85515	87264	1133
cds-YP_009041346.1	NC_005880.2	87275	88889	807
cds-YP_009041347.1	NC_005880.2	88881	90324	1620
cds-YP_009041348.1	NC_005880.2	90402	91440	1163
cds-YP_009041349.1	NC_005880.2	91439	91817	380
cds-YP_009041350.1	NC_005880.2	91816	93736	1360
cds-YP_009041351.1	NC_005880.2	93735	94332	422
cds-YP_009041352.1	NC_005880.2	94346	95414	438
cds-YP_009041353.1	NC_005880.2	95480	95819	508
cds-YP_009041354.1	NC_005880.2	95818	96271	788
cds-YP_009041355.1	NC_005880.2	96257	96866	619
cds-YP_009041356.1	NC_005880.2	96882	97275	266
cds-YP_009041357.1	NC_005880.2	97289	99404	825
cds-YP_009041358.1	NC_005880.2	99417	100467	173
cds-YP_009041359.1	NC_005880.2	100484	100814	36
cds-YP_009041360.1	NC_005880.2	100797	101118	47
cds-YP_009041361.1	NC_005880.2	101324	101921	195
cds-YP_009041362.1	NC_005880.2	101930	102236	112
cds-YP_009041363.1	NC_005880.2;NC_005880.2;NC_005880.2	102311;103979;106420	103181;105338;107410	2165
cds-YP_009041364.1	NC_005880.2	103391	103862	555
cds-YP_009041365.1	NC_005880.2	105506	106316	282
cds-YP_009041366.1	NC_005880.2	107478	107721	737
cds-YP_009041367.1	NC_005880.2	107737	108220	935
cds-YP_009041368.1	NC_005880.2	108306	109578	2069
cds-YP_009041369.1	NC_005880.2	109637	110894	563
cds-YP_009041370.1	NC_005880.2	110897	111251	111
cds-YP_009041371.1	NC_005880.2	111237	111900	132
cds-YP_009041372.1	NC_005880.2	112027	112660	18
cds-YP_009041373.1	NC_005880.2	112682	113195	20
cds-YP_009041374.1	NC_005880.2	113209	113437	8
cds-YP_009041375.1	NC_005880.2	113532	113793	619
cds-YP_009041376.1	NC_005880.2	113796	114552	1053
cds-YP_009041377.1	NC_005880.2	114544	115795	1701
cds-YP_009041378.1	NC_005880.2	115808	116177	255
cds-YP_009041379.1	NC_005880.2	116163	116475	307
cds-YP_009041380.1	NC_005880.2	116538	117075	263
cds-YP_009041381.1	NC_005880.2	117067	117835	353
cds-YP_009041382.1	NC_005880.2	117812	118259	287
cds-YP_009041383.1	NC_005880.2	118258	119122	493
cds-YP_009041384.1	NC_005880.2	119493	120225	136
cds-YP_009041385.1	NC_005880.2	120242	120701	106
cds-YP_009041386.1	NC_005880.2	120765	121209	1201
cds-YP_009041387.1	NC_005880.2	121225	121930	1360
cds-YP_009041388.1	NC_005880.2	121991	122390	115
cds-YP_009041389.1	NC_005880.2	122536	122779	313
cds-YP_009041390.1	NC_005880.2	122783	123341	458
cds-YP_009041391.1	NC_005880.2	123376	123553	617
cds-YP_009041392.1	NC_005880.2	123542	124076	1119
cds-YP_009041393.1	NC_005880.2	124090	124339	405
cds-YP_009041394.1	NC_005880.2	124350	124527	197
cds-YP_009041395.1	NC_005880.2	124519	124816	279
cds-YP_009041396.1	NC_005880.2	124863	125046	401
cds-YP_009041397.1	NC_005880.2	125058	125427	838
cds-YP_009041398.1	NC_005880.2	125439	125787	822
cds-YP_009041399.1	NC_005880.2	125792	126065	347
cds-YP_009041400.1	NC_005880.2	126134	126440	608
cds-YP_009041401.1	NC_005880.2	126454	126805	808
cds-YP_009041402.1	NC_005880.2	126804	127407	972
cds-YP_009041403.1	NC_005880.2	127420	127600	256
cds-YP_009041404.1	NC_005880.2	127826	128228	952
cds-YP_009041405.1	NC_005880.2	128229	128523	1007
cds-YP_009041406.1	NC_005880.2	128539	128827	721
cds-YP_009041407.1	NC_005880.2	128837	128954	294
cds-YP_009041408.1	NC_005880.2	128943	129207	499
cds-YP_009041409.1	NC_005880.2	129283	129589	535
cds-YP_009041410.1	NC_005880.2	129588	129960	662
cds-YP_009041411.1	NC_005880.2	129997	130234	346
cds-YP_009041412.1	NC_005880.2	130230	130758	650
cds-YP_009041413.1	NC_005880.2	130738	131059	330
cds-YP_009041414.1	NC_005880.2	131058	131289	230
cds-YP_009041415.1	NC_005880.2	131341	131521	223
cds-YP_009041416.1	NC_005880.2	131535	131799	618
cds-YP_009041417.1	NC_005880.2	131801	132119	518
cds-YP_009041418.1	NC_005880.2	132119	132800	557
cds-YP_009041419.1	NC_005880.2	132888	133047	180
cds-YP_009041420.1	NC_005880.2	133081	133282	453
cds-YP_009041421.1	NC_005880.2	133282	133573	428
cds-YP_009041422.1	NC_005880.2	133664	133973	399
cds-YP_009041423.1	NC_005880.2	133969	134878	727
cds-YP_009041424.1	NC_005880.2	134895	136365	1568
cds-YP_009041425.1	NC_005880.2	136443	136689	185
cds-YP_009041426.1	NC_005880.2	136705	137101	425
cds-YP_009041427.1	NC_005880.2	137097	137349	214
cds-YP_009041428.1	NC_005880.2	137413	137710	387
cds-YP_009041429.1	NC_005880.2	137713	138025	514
cds-YP_009041430.1	NC_005880.2	138030	138330	241
cds-YP_009041431.1	NC_005880.2	138408	138636	210
cds-YP_009041432.1	NC_005880.2	138663	138858	149
cds-YP_009041433.1	NC_005880.2	138876	139230	286
cds-YP_009041434.1	NC_005880.2	139248	139635	317
cds-YP_009041435.1	NC_005880.2	140316	140616	709
cds-YP_009041436.1	NC_005880.2	140631	140817	336
cds-YP_009041437.1	NC_005880.2	140923	141211	574
cds-YP_009041438.1	NC_005880.2	141210	141537	754
cds-YP_009041439.1	NC_005880.2	141552	141846	538
cds-YP_009041440.1	NC_005880.2	141849	142107	393
cds-YP_009041441.1	NC_005880.2	142184	142424	350
cds-YP_009041442.1	NC_005880.2	142434	142782	319
cds-YP_009041443.1	NC_005880.2	142992	143331	96
cds-YP_009041444.1	NC_005880.2	143641	143950	849
cds-YP_009041445.1	NC_005880.2	144155	144443	2302
cds-YP_009041446.1	NC_005880.2	144492	144684	429
cds-YP_009041447.1	NC_005880.2	145000	145489	21
cds-YP_009041448.1	NC_005880.2	145656	145815	570
cds-YP_009041449.1	NC_005880.2	145884	146016	1225
cds-YP_009041450.1	NC_005880.2	146183	146507	4682
cds-YP_009041451.1	NC_005880.2	146606	146843	2034
cds-YP_009041452.1	NC_005880.2	146922	147393	4452
cds-YP_009041453.1	NC_005880.2	147451	147625	2197
cds-YP_009041454.1	NC_005880.2	147624	147894	2425
cds-YP_009041455.1	NC_005880.2	147978	148200	2880
