#Feature	Chrom	Start	End	Counts
UAKGERNU_CDS_0130	NC_005880.2	58844	59303	404
UAKGERNU_CDS_0131	NC_005880.2	59315	59510	174
UAKGERNU_CDS_0132	NC_005880.2	59591	59903	478
UAKGERNU_CDS_0133	NC_005880.2	60034	60493	16
UAKGERNU_CDS_0134	NC_005880.2	60536	61073	16
UAKGERNU_CDS_0135	NC_005880.2	61125	65184	112
UAKGERNU_CDS_0136	NC_005880.2	65262	67689	453
UAKGERNU_CDS_0137	NC_005880.2	67702	68590	112
UAKGERNU_CDS_0138	NC_005880.2	68589	71136	155
UAKGERNU_CDS_0139	NC_005880.2	71242	72034	140
UAKGERNU_CDS_0140	NC_005880.2	72033	72558	88
UAKGERNU_CDS_0141	NC_005880.2	72557	73262	169
UAKGERNU_CDS_0142	NC_005880.2	73276	74323	196
UAKGERNU_CDS_0143	NC_005880.2	74343	77403	582
UAKGERNU_CDS_0144	NC_005880.2	77513	78035	188
UAKGERNU_CDS_0145	NC_005880.2	78055	81514	483
UAKGERNU_CDS_0146	NC_005880.2	81562	81721	3
UAKGERNU_CDS_0147	NC_005880.2	81721	83644	35
UAKGERNU_CDS_0148	NC_005880.2	83666	84041	7
UAKGERNU_CDS_0149	NC_005880.2	84047	85424	202
UAKGERNU_CDS_0150	NC_005880.2	85515	87264	395
UAKGERNU_CDS_0151	NC_005880.2	87275	88889	213
UAKGERNU_CDS_0152	NC_005880.2	88881	90324	534
UAKGERNU_CDS_0153	NC_005880.2	90402	91440	382
UAKGERNU_CDS_0154	NC_005880.2	91439	91817	120
UAKGERNU_CDS_0155	NC_005880.2	91816	93736	379
UAKGERNU_CDS_0156	NC_005880.2	93735	94332	119
UAKGERNU_CDS_0157	NC_005880.2	94346	95414	141
UAKGERNU_CDS_0158	NC_005880.2	95480	95819	131
UAKGERNU_CDS_0159	NC_005880.2	95818	96271	209
UAKGERNU_CDS_0160	NC_005880.2	96257	96866	207
UAKGERNU_CDS_0161	NC_005880.2	96882	97275	73
UAKGERNU_CDS_0162	NC_005880.2	97289	99404	247
UAKGERNU_CDS_0163	NC_005880.2	99417	100467	53
UAKGERNU_CDS_0164	NC_005880.2	100484	100814	14
UAKGERNU_CDS_0165	NC_005880.2	100797	101118	20
UAKGERNU_CDS_0166	NC_005880.2	101146	101254	13
UAKGERNU_CDS_0167	NC_005880.2	101324	101921	80
UAKGERNU_CDS_0168	NC_005880.2	101930	102236	35
UAKGERNU_CDS_0169	NC_005880.2	102311	103184	349
UAKGERNU_CDS_0170	NC_005880.2	103349	103862	248
UAKGERNU_CDS_0171	NC_005880.2	103997	105341	197
UAKGERNU_CDS_0172	NC_005880.2	105406	105502	20
UAKGERNU_CDS_0173	NC_005880.2	105608	106316	93
UAKGERNU_CDS_0174	NC_005880.2	106376	106481	10
UAKGERNU_CDS_0175	NC_005880.2	106549	107410	144
UAKGERNU_CDS_0176	NC_005880.2	107478	107721	244
UAKGERNU_CDS_0177	NC_005880.2	107737	108220	283
UAKGERNU_CDS_0178	NC_005880.2	108306	109578	528
UAKGERNU_CDS_0179	NC_005880.2	109637	110894	189
UAKGERNU_CDS_0180	NC_005880.2	110897	111251	29
UAKGERNU_CDS_0181	NC_005880.2	111237	111900	55
UAKGERNU_CDS_0182	NC_005880.2	111905	112004	4
UAKGERNU_CDS_0183	NC_005880.2	112027	112660	8
UAKGERNU_CDS_0184	NC_005880.2	112673	113195	5
UAKGERNU_CDS_0185	NC_005880.2	113209	113437	2
UAKGERNU_CDS_0186	NC_005880.2	113532	113793	247
UAKGERNU_CDS_0187	NC_005880.2	113796	114552	336
UAKGERNU_CDS_0188	NC_005880.2	114544	115795	551
UAKGERNU_CDS_0189	NC_005880.2	115808	116177	109
UAKGERNU_CDS_0190	NC_005880.2	116163	116475	114
UAKGERNU_CDS_0191	NC_005880.2	116538	117075	56
UAKGERNU_CDS_0192	NC_005880.2	117067	117835	95
UAKGERNU_CDS_0193	NC_005880.2	117812	118259	83
UAKGERNU_CDS_0194	NC_005880.2	118258	119122	127
UAKGERNU_CDS_0195	NC_005880.2	119493	120225	44
UAKGERNU_CDS_0196	NC_005880.2	120242	120701	26
UAKGERNU_CDS_0197	NC_005880.2	120765	121209	371
UAKGERNU_CDS_0198	NC_005880.2	121225	121930	388
UAKGERNU_CDS_0199	NC_005880.2	121991	122390	16
UAKGERNU_CDS_0200	NC_005880.2	122536	122779	105
UAKGERNU_CDS_0201	NC_005880.2	122783	123341	156
UAKGERNU_CDS_0202	NC_005880.2	123376	123553	162
UAKGERNU_CDS_0203	NC_005880.2	123542	124076	449
UAKGERNU_CDS_0204	NC_005880.2	124090	124339	111
UAKGERNU_CDS_0205	NC_005880.2	124350	124527	57
UAKGERNU_CDS_0206	NC_005880.2	124519	124816	76
UAKGERNU_CDS_0207	NC_005880.2	124854	125046	135
UAKGERNU_CDS_0208	NC_005880.2	125058	125427	295
UAKGERNU_CDS_0209	NC_005880.2	125439	125787	292
UAKGERNU_CDS_0210	NC_005880.2	125792	126065	120
UAKGERNU_CDS_0211	NC_005880.2	126134	126440	216
UAKGERNU_CDS_0212	NC_005880.2	126454	126805	262
UAKGERNU_CDS_0213	NC_005880.2	126804	127407	294
UAKGERNU_CDS_0214	NC_005880.2	127420	127600	62
UAKGERNU_CDS_0215	NC_005880.2	127728	127827	77
UAKGERNU_CDS_0216	NC_005880.2	127826	128228	247
UAKGERNU_CDS_0217	NC_005880.2	128229	128523	295
UAKGERNU_CDS_0218	NC_005880.2	128539	128827	242
UAKGERNU_CDS_0219	NC_005880.2	128837	128954	94
UAKGERNU_CDS_0220	NC_005880.2	128943	129207	175
UAKGERNU_CDS_0221	NC_005880.2	129283	129589	120
UAKGERNU_CDS_0222	NC_005880.2	129588	129960	193
UAKGERNU_CDS_0223	NC_005880.2	129997	130234	102
UAKGERNU_CDS_0224	NC_005880.2	130230	130758	175
UAKGERNU_CDS_0225	NC_005880.2	130738	131059	88
UAKGERNU_CDS_0226	NC_005880.2	131058	131289	56
UAKGERNU_CDS_0227	NC_005880.2	131341	131521	81
UAKGERNU_CDS_0228	NC_005880.2	131535	131799	222
UAKGERNU_CDS_0229	NC_005880.2	131801	132119	220
UAKGERNU_CDS_0230	NC_005880.2	132119	132800	183
UAKGERNU_CDS_0231	NC_005880.2	132888	133047	75
UAKGERNU_CDS_0232	NC_005880.2	133081	133282	149
UAKGERNU_CDS_0233	NC_005880.2	133282	133573	162
UAKGERNU_CDS_0234	NC_005880.2	133664	133973	116
UAKGERNU_CDS_0235	NC_005880.2	133969	134878	249
UAKGERNU_CDS_0236	NC_005880.2	134895	136365	528
UAKGERNU_CDS_0237	NC_005880.2	136443	136689	66
UAKGERNU_CDS_0238	NC_005880.2	136705	137101	118
UAKGERNU_CDS_0239	NC_005880.2	137097	137349	69
UAKGERNU_CDS_0240	NC_005880.2	137413	137710	114
UAKGERNU_CDS_0241	NC_005880.2	137713	138025	165
UAKGERNU_CDS_0242	NC_005880.2	138030	138330	81
UAKGERNU_CDS_0243	NC_005880.2	138408	138636	86
UAKGERNU_CDS_0244	NC_005880.2	138663	138858	43
UAKGERNU_CDS_0245	NC_005880.2	138876	139230	89
UAKGERNU_CDS_0246	NC_005880.2	139248	139635	111
UAKGERNU_CDS_0247	NC_005880.2	139760	139937	25
UAKGERNU_CDS_0248	NC_005880.2	139915	140011	10
UAKGERNU_CDS_0249	NC_005880.2	140104	140212	3
UAKGERNU_CDS_0250	NC_005880.2	140316	140616	218
UAKGERNU_CDS_0251	NC_005880.2	140631	140817	127
UAKGERNU_CDS_0252	NC_005880.2	140923	141211	165
UAKGERNU_CDS_0253	NC_005880.2	141210	141537	221
UAKGERNU_CDS_0254	NC_005880.2	141552	141846	157
UAKGERNU_CDS_0255	NC_005880.2	141849	142107	99
UAKGERNU_CDS_0256	NC_005880.2	142184	142424	109
UAKGERNU_CDS_0257	NC_005880.2	142434	142782	84
UAKGERNU_CDS_0258	NC_005880.2	142992	143331	90
UAKGERNU_CDS_0259	NC_005880.2	143309	143468	11
UAKGERNU_CDS_0260	NC_005880.2	143481	143595	0
UAKGERNU_CDS_0261	NC_005880.2	143641	143950	359
UAKGERNU_CDS_0262	NC_005880.2	143968	144103	219
UAKGERNU_CDS_0263	NC_005880.2	144155	144443	1070
UAKGERNU_CDS_0264	NC_005880.2	144492	144684	300
UAKGERNU_CDS_0265	NC_005880.2	144670	144766	36
UAKGERNU_CDS_0266	NC_005880.2	144792	144933	1
UAKGERNU_CDS_0267	NC_005880.2	145000	145489	9
UAKGERNU_CDS_0268	NC_005880.2	145647	145815	301
UAKGERNU_CDS_0269	NC_005880.2	145884	146016	599
UAKGERNU_CDS_0270	NC_005880.2	146183	146507	1856
UAKGERNU_CDS_0271	NC_005880.2	146606	146843	739
UAKGERNU_CDS_0272	NC_005880.2	146922	147393	1598
UAKGERNU_CDS_0273	NC_005880.2	147451	147625	676
UAKGERNU_CDS_0274	NC_005880.2	147624	147894	675
UAKGERNU_CDS_0275	NC_005880.2	147978	148200	1069
UAKGERNU_CDS_0276	NC_005880.2	148191	148284	88
